Sr. No.,Model,Year,Current year,Selling Price,Age of Vehicle,Car Condition,Kilometers Driven, Current Price ,Owner,Fuel Type,Transmission,Insurance,Current Price (Unformatted),Price Formatting
1987,HondaCitySVMT,2014,2021,389099,7,4.1,107208,929000,First Owner,Diesel,Manual,13-07-2021,Rs.9.29 Lakh,9.29
1988,MarutiAlto800,2014,2021,266799,7,4.3,42845,448000,First Owner,Petrol,Manual,18-04-2021,Rs.4.48 Lakh,4.48
1989,RenaultKwidRXT,2018,2021,339100,3,4.5,34303,442000,First Owner,Petrol,Manual,15-01-2021,Rs.4.42 Lakh,4.42
1990,MarutiSwift,2018,2021,617699,3,4.9,2540,549000,First Owner,Petrol,Manual,8/1/2021,Rs.5.49 Lakh,5.49
1991,MarutiSwiftDzireVXIRegalLimited,2013,2021,469299,8,4.1,53148,600000,First Owner,Petrol,Manual,Comp,600000,600000
1992,Hyundaii10ERA1.1,2012,2021,257499,9,4.3,54638,445000,First Owner,Petrol + CNG,Manual,3/1/2021,4.45 Lakh,4.45
1993,HondaBrio1.2EMTI,2014,2021,257099,7,4.5,81019,573000,First Owner,Petrol,Manual,11/1/2021,Rs.5.73 Lakh,5.73
1994,Hyundaii10SPORTZ,2009,2021,161199,12,4,124112,487925,First Owner,Petrol,Manual,1/9/2021,"Rs.4,87,925",487925
1995,MarutiSwift,2016,2021,460899,5,4.5,21737,549000,First Owner,Petrol,Manual,24-03-2021,Rs.5.49 Lakh,5.49
1996,MarutiOMNIE8,2014,2021,216038,7,3.9,89196,307000,First Owner,Petrol,Manual,Comp,Rs.3.07 Lakh,3.07
1997,HyundaiVernaFLUIDIC1.6SX,2012,2021,353499,9,4.4,64030,1173000,First Owner,Diesel,Manual,21-02-2021,11.73 Lakh,11.73
1998,MarutiCiazZDI+,2016,2021,616899,5,4.5,90097,976298,First Owner,Diesel,Manual,18-04-2021,"Rs.9,76,298",976298
1999,MarutiSwiftDzireVDIBS,2012,2021,330899,9,4.5,127042,561000,First Owner,Diesel,Manual,27-09-2021,Rs.5.61 Lakh,5.61
2000,MarutiIGNISZETA1.2K12,2017,2021,484199,4,4.9,34363,597000,First Owner,Petrol,Automatic,30-08-2021,Rs.5.97 Lakh,5.97
2001,ToyotaCorollaAltisD4D,2011,2021,288299,10,4.6,97179,3375000,First Owner,Diesel,Manual,8/2/2021,Rs.33.75 Lakh,33.75
2002,MarutiAlto800,2014,2021,221299,7,4.1,84084,448000,First Owner,Petrol,Manual,11/11/2021,Rs.4.48 Lakh,4.48
2003,MarutiVitaraBrezzaVDI,2018,2021,760699,3,4.5,114832,814742,First Owner,Diesel,Manual,14-07-2021,"Rs.8,14,742",814742
2004,MarutiBalenoZETADDIS,2015,2021,519799,6,4.6,76945,807000,First Owner,Diesel,Manual,20-11-2020,Rs.8.07 Lakh,8.07
2005,HondaAmaze1.5SMTI,2013,2021,401699,8,4,85851,826000,Third Owner,Diesel,Manual,10/6/2021,Rs.8.26 Lakh,8.26
2006,HondaWR-V1.2i-VTECVX,2017,2021,678908,4,4.4,22325,850000,Second Owner,Petrol,Manual,4/9/2021,Rs.8.50 Lakh,8.5
2007,MarutiSwiftDzireLDIBS,2013,2021,344698,8,4.2,67411,600000,First Owner,Diesel,Manual,Expired,0,0
2008,Hyundaii10MAGNA1.2,2012,2021,238499,9,4.3,45422,461681,First Owner,Petrol,Manual,16-10-2021,"Rs.4,61,681",461681
2009,MahindraKuv100K46,2016,2021,369099,5,4.3,43945,592000,First Owner,Petrol,Manual,2/8/2021,Rs.5.92 Lakh,5.92
2010,MarutiIGNISZETA1.2K12,2017,2021,533799,4,4.4,22437,597000,First Owner,Petrol,Automatic,21-05-2021,Rs.5.97 Lakh,5.97
2011,HyundaiElitei20MAGNA,2016,2021,446799,5,4.4,54008,635000,First Owner,Petrol,Manual,Expired,Rs.6.35 Lakh,6.35
2012,MarutiAltoK10,2017,2021,335399,4,4.6,41493,400000,First Owner,Petrol,Manual,20-07-2021,Rs.4 Lakh,4
2013,ToyotaEtiosLivaV,2016,2021,538399,5,4.6,33185,584000,First Owner,Petrol,Manual,20-03-2021,Rs.5.84 Lakh,5.84
2014,VolkswagenVentoTRENDLINE,2011,2021,308799,10,4.2,34203,963000,First Owner,Petrol,Manual,27-03-2021,9.63 Lakh,9.63
2015,Hyundaii20SPORTZ1.4,2012,2021,271799,9,4.3,117093,793000,First Owner,Diesel,Manual,12/5/2021,Rs.7.93 Lakh,7.93
2016,MarutiAlto,2012,2021,268799,9,4.7,10260,375000,First Owner,Petrol,Manual,23-08-2021,Rs.3.75 Lakh,3.75
2017,VolkswagenVentoHIGHLINE,2012,2021,391199,9,4.1,52751,1209000,Second Owner,Diesel,Manual,17-07-2021,12.09 Lakh,12.09
2018,MarutiAltoK10,2017,2021,336299,4,4.5,37328,400000,First Owner,Petrol,Manual,1/6/2021,Rs.4 Lakh,4
2019,Hyundaii10MAGNA1.2,2012,2021,339599,9,4.2,49942,461681,First Owner,Petrol,Manual,9/1/2021,"Rs.4,61,681",461681
2020,MarutiBalenoALPHA1.2,2016,2021,588999,5,4.4,16317,910000,First Owner,Petrol,Manual,Expired,Rs.9.1 Lakh,9.1
2021,ToyotaEtios,2011,2021,264899,10,4.2,156589,785000,First Owner,Petrol,Manual,14-09-2021,Rs.7.85 Lakh,7.85
2022,ToyotaInnovaCrysta2.4GX7,2017,2021,1395599,4,4.6,64712,1999000,Second Owner,Diesel,Manual,9/6/2021,0,0
2023,MarutiSwiftVDI,2014,2021,354299,7,4.3,83301,698000,First Owner,Diesel,Manual,8/1/2022,Rs.6.98 Lakh,6.98
2024,MarutiBalenoALPHA1.2,2017,2021,666999,4,4.5,26704,910000,First Owner,Petrol,Manual,22-11-2021,Rs.9.1 Lakh,9.1
2025,VolkswagenVentoHIGHLINE,2013,2021,412899,8,4.2,95866,1209000,First Owner,Diesel,Manual,Expired,12.09 Lakh,12.09
2026,MarutiSwiftDzire,2012,2021,552899,9,4.3,44090,561000,First Owner,Diesel,Manual,25-12-2021,Rs.5.61 Lakh,5.61
2027,TataIndicaVistaVX,2011,2021,153999,10,4.2,44411,598000,First Owner,Diesel,Manual,27-08-2021,Rs.5.98 Lakh,5.98
2028,SkodaRapidELEGANCE1.6TDI,2012,2021,411499,9,3.9,120240,974000,First Owner,Diesel,Manual,7/2/2021,0,0
2029,MarutiSwift,2013,2021,426799,8,4.1,99401,549000,First Owner,Diesel,Manual,3/6/2021,Rs.5.49 Lakh,5.49
2030,ToyotaCorollaHE1.8,2007,2021,151406,14,3.9,110801,1017000,First Owner,Petrol,Manual,29-01-2021,Rs.10.17 Lakh,10.17
2031,MarutiSwiftDzire,2010,2021,212699,11,4,158746,561000,First Owner,Petrol + CNG,Manual,Expired,Rs.5.61 Lakh,5.61
2032,HondaAmaze1.5EMTI,2013,2021,254599,8,4.2,98889,758000,First Owner,Diesel,Manual,15-05-2021,Rs.7.58 Lakh,7.58
2033,HondaCityV,2010,2021,345199,11,4.4,92309,1099000,Third Owner,Petrol,Automatic,Expired,Rs.10.99 Lakh,10.99
2034,MarutiSwiftDzireVDIBS,2012,2021,449699,9,4.2,58147,561000,First Owner,Diesel,Manual,26-03-2021,Rs.5.61 Lakh,5.61
2035,MarutiAlto800,2019,2021,382227,2,4.5,34886,448000,First Owner,Petrol,Manual,Expired,Rs.4.48 Lakh,4.48
2036,HondaBrio1.2SMTI,2013,2021,275599,8,4.3,64034,523000,First Owner,Petrol,Manual,24-02-2021,Rs.5.23 Lakh,5.23
2037,RenaultKwid,2015,2021,249599,6,4.3,50243,312000,First Owner,Petrol,Manual,17-04-2021,Rs.3.12 Lakh,3.12
2038,MahindraXUV500W6,2017,2021,1152941,4,4.3,45848,1363000,First Owner,Diesel,Manual,20-04-2021,Rs.13.63 Lakh,13.63
2039,MarutiSwiftDzire,2013,2021,563199,8,4.5,30011,561000,First Owner,Diesel,Manual,Expired,Rs.5.61 Lakh,5.61
2040,MarutiAltoK10,2011,2021,208499,10,4.2,53535,400000,First Owner,Petrol,Manual,4/7/2021,Rs.4 Lakh,4
2041,ToyotaCorollaAltisJ,2014,2021,684399,7,4.6,41529,1750000,First Owner,Petrol,Manual,16-10-2021,Rs.17.50 Lakh,17.5
2042,ToyotaEtios,2011,2021,324499,10,4.2,76993,785000,First Owner,Diesel,Manual,Expired,Rs.7.85 Lakh,7.85
2043,MarutiAlto800,2018,2021,285899,3,5,27886,448000,First Owner,Petrol,Manual,30-06-2021,Rs.4.48 Lakh,4.48
2044,MarutiVitaraBrezza,2017,2021,706099,4,4.5,51514,940000,First Owner,Diesel,Manual,24-04-2021,Rs.9.40 Lakh,9.4
2045,Hyundaii10SPORTZ1.2,2011,2021,394099,10,4.2,20239,599000,First Owner,Petrol,Manual,12/6/2021,Rs.5.99 Lakh,5.99
2046,FordEcosport1.5TITANIUM,2014,2021,451399,7,4.2,90501,999000,Second Owner,Diesel,Manual,30-07-2021,Rs.9.99 Lakh,9.99
2047,MarutiWagonRDuoLXI,2008,2021,223499,13,4,127978,415000,First Owner,Petrol + LPG,Manual,6/10/2021,Rs.4.15 Lakh,4.15
2048,MarutiAlto800,2019,2021,335499,2,4.8,4324,448000,First Owner,Petrol,Manual,28-01-2022,Rs.4.48 Lakh,4.48
2049,MarutiSwiftVDI,2015,2021,425299,6,4.6,54409,698000,First Owner,Diesel,Manual,Expired,Rs.6.98 Lakh,6.98
2050,MarutiSwiftZXI,2018,2021,694799,3,4.5,39712,678000,First Owner,Petrol,Automatic,31-10-2021,Rs.6.78 Lakh,6.78
2051,BMWX1SDRIVE,2011,2021,792499,10,4.2,166437,4150000,First Owner,Diesel,Automatic,30-10-2021,Rs.41.50 Lakh,41.5
2052,MarutiEeco5STRCNGWITHAC,2018,2021,295599,3,4.7,39608,518000,First Owner,Petrol + CNG,Manual,11/7/2021,Rs.5.18 Lakh,5.18
2053,VolkswagenVentoHIGHLINE,2011,2021,301799,10,4.2,43725,1209000,First Owner,Petrol,Manual,3/3/2021,12.09 Lakh,12.09
2054,MarutiAltoK10,2012,2021,239642,9,4.1,81759,400000,Second Owner,Petrol,Manual,11/3/2021,Rs.4 Lakh,4
2055,Hyundaii10MAGNA,2010,2021,240099,11,4.2,44618,462100,First Owner,Petrol,Manual,12/12/2021,"Rs.4,62,100",462100
2056,MarutiAlto800,2016,2021,277499,5,4.6,12210,448000,First Owner,Petrol,Manual,Expired,Rs.4.48 Lakh,4.48
2057,MahindraXUV500W10,2016,2021,1023399,5,4.6,44187,1825000,First Owner,Diesel,Automatic,5/8/2020,Rs.18.25 Lakh,18.25
2058,MarutiAltoK10,2012,2021,212599,9,4.2,63678,400000,First Owner,Petrol,Manual,19-07-2021,Rs.4 Lakh,4
2059,Hyundaii20MAGNAO,2010,2021,265599,11,4.4,125936,679000,First Owner,Petrol,Manual,5/5/2021,Rs.6.79 Lakh,6.79
2060,FordFigo1.2TITANIUM,2010,2021,273999,11,4.3,62392,819000,First Owner,Petrol,Manual,14-05-2021,Rs.8.19 Lakh,8.19
2061,HyundaiEonERA,2015,2021,255899,6,4.6,28690,332000,First Owner,Petrol,Manual,22-09-2021,Rs.3.32 Lakh,3.32
2062,MarutiSwift,2011,2021,241699,10,4.4,81162,549000,First Owner,Diesel,Manual,16-05-2021,Rs.5.49 Lakh,5.49
2063,HyundaiCreta1.6,2015,2021,753299,6,4.2,45457,1235441,First Owner,Petrol,Manual,17-06-2021,"12,35,441",1235441
2064,MarutiAltoK10,2015,2021,336265,6,4.7,15355,400000,First Owner,Petrol,Manual,26-11-2021,Rs.4 Lakh,4
2065,HyundaiGrandi10ASTA1.2KAPPA,2015,2021,445899,6,4.4,10864,552000,First Owner,Petrol,Manual,8/7/2021,Rs.5.52 Lakh,5.52
2066,FordEcosport1.5TITANIUMTIVCT,2014,2021,548899,7,4.4,76473,764000,Second Owner,Petrol,Automatic,15-09-2021,Rs.7.64 Lakh,7.64
2067,MarutiWagonR1.0,2012,2021,260899,9,4.3,41270,498000,Second Owner,Petrol,Manual,25-08-2021,Rs.4.98 Lakh,4.98
2068,MarutiCelerioZXIOPT,2016,2021,372101,5,4.8,19577,546000,First Owner,Petrol,Automatic,11/5/2021,5.46 Lakh,5.46
2069,HyundaiGrandi10SPORTZ1.1,2014,2021,306399,7,4.3,126199,637000,First Owner,Diesel,Manual,30-06-2021,Rs.6.37 Lakh,6.37
2070,HyundaiCreta1.6,2015,2021,857299,6,4.7,58647,1235441,First Owner,Petrol,Manual,23-09-2021,"12,35,441",1235441
2071,MarutiAlto,2010,2021,157899,11,4.2,70239,375000,First Owner,Petrol,Manual,10/6/2021,Rs.3.75 Lakh,3.75
2072,HyundaiVernaFLUIDIC1.6SX,2013,2021,349499,8,4.1,69555,1173000,First Owner,Diesel,Manual,Expired,11.73 Lakh,11.73
2073,MarutiVitaraBrezza,2019,2021,976799,2,5,4691,940000,First Owner,Diesel,Manual,30-12-2022,Rs.9.40 Lakh,9.4
2074,HondaCitySMT,2008,2021,257879,13,4.1,71388,1099000,Second Owner,Petrol,Manual,21-01-2022,Rs.10.99 Lakh,10.99
2075,Hyundaii10MAGNA1.2,2012,2021,213799,9,4.1,130420,461681,First Owner,Petrol + CNG,Manual,2/8/2021,"Rs.4,61,681",461681
2076,Hyundaii20SPORTZ1.2,2012,2021,434599,9,4.3,83304,859000,First Owner,Petrol,Manual,18-06-2021,Rs.8.59 Lakh,8.59
2077,MarutiVitaraBrezzaZDI,2018,2021,921299,3,4.5,37344,892242,First Owner,Diesel,Automatic,27-02-2021,"Rs.8,92,242",892242
2078,MarutiSwift,2013,2021,446999,8,4.2,96449,549000,First Owner,Diesel,Manual,13-10-2021,Rs.5.49 Lakh,5.49
2079,Hyundaii10MAGNA,2009,2021,126017,12,4.1,105322,462100,Second Owner,Petrol,Manual,30-07-2021,"Rs.4,62,100",462100
2080,MarutiAlto,2008,2021,83399,13,3.4,123701,375000,Third Owner,Petrol,Manual,29-06-2021,Rs.3.75 Lakh,3.75
2081,HondaAmaze1.5VXMTI,2018,2021,565799,3,4.6,47332,758000,First Owner,Diesel,Manual,Expired,Rs.7.58 Lakh,7.58
2082,MarutiSwiftDzireVDIBS,2014,2021,471999,7,4,67459,561000,First Owner,Diesel,Manual,12/2/2021,Rs.5.61 Lakh,5.61
2083,ToyotaEtiosLiva,2013,2021,326399,8,4.4,110645,568000,First Owner,Diesel,Manual,17-05-2021,Rs.5.68 Lakh,5.68
2084,Hyundaii10MAGNA1.1,2013,2021,276499,8,4.9,18304,462100,First Owner,Petrol,Manual,19-01-2021,"Rs.4,62,100",462100
2085,Hyundaii20ASTA,2010,2021,247399,11,3.8,83427,869000,Second Owner,Petrol,Manual,11/4/2021,Rs.8.69 Lakh,8.69
2086,MarutiWagonR1.0LXI,2012,2021,197576,9,4.4,128231,465000,First Owner,Petrol + CNG,Manual,22-10-2021,Rs.4.65 Lakh,4.65
2087,MarutiSwiftDzireVXI1.2BS,2012,2021,340499,9,4.4,59403,657000,Second Owner,Petrol,Manual,25-07-2021,Rs.6.57 Lakh,6.57
2088,FordFigoAspire1.2AMBIENTE,2017,2021,451399,4,5,26490,564000,First Owner,Petrol,Manual,4/2/2021,Rs.5.64 Lakh,5.64
2089,MarutiVitaraBrezza,2017,2021,809099,4,4.7,27711,940000,First Owner,Diesel,Manual,13-10-2021,Rs.9.40 Lakh,9.4
2090,Hyundaii20ASTA,2009,2021,233099,12,4.2,59533,869000,Second Owner,Petrol,Manual,Expired,Rs.8.69 Lakh,8.69
2091,MarutiSwiftDzireVDIBS,2012,2021,469199,9,4.2,73926,561000,First Owner,Diesel,Manual,9/3/2021,Rs.5.61 Lakh,5.61
2092,ToyotaEtiosCROSS,2015,2021,396099,6,4.6,110780,750000,First Owner,Diesel,Manual,Expired,Rs.7.50 Lakh,7.5
2093,ToyotaCorollaAltis1.8,2010,2021,270999,11,3.8,155611,1704000,First Owner,Petrol,Manual,Third_party,Rs.17.04 Lakh,17.04
2094,MarutiSwiftDzireVDIBS,2012,2021,332299,9,4.4,86747,561000,First Owner,Diesel,Manual,26-06-2021,Rs.5.61 Lakh,5.61
2095,HyundaiGrandi10SPORTS1.2,2015,2021,401499,6,4.5,28971,638000,First Owner,Petrol,Manual,20-01-2021,Rs.6.38 Lakh,6.38
2096,HondaAmaze1.2SMTI,2016,2021,464679,5,4.5,19568,793000,Second Owner,Petrol,Manual,Expired,Rs.7.93 Lakh,7.93
2097,MarutiWagonR1.0LXI,2016,2021,392599,5,4.6,73290,465000,First Owner,Petrol + CNG,Manual,14-02-2021,Rs.4.65 Lakh,4.65
2098,HondaCitySVMT,2019,2021,1007106,2,4.9,10750,929000,First Owner,Petrol,Manual,20-02-2022,Rs.9.29 Lakh,9.29
2099,MarutiSwift,2009,2021,256599,12,4,194924,549000,Second Owner,Diesel,Manual,24-04-2021,Rs.5.49 Lakh,5.49
2100,MarutiWagonR1.0LXI,2013,2021,245599,8,4.2,101082,465000,First Owner,Petrol + CNG,Manual,4/4/2021,Rs.4.65 Lakh,4.65
2101,MarutiSwift,2014,2021,506399,7,4.5,32490,549000,First Owner,Petrol,Manual,29-08-2021,Rs.5.49 Lakh,5.49
2102,MarutiWagonR1.0,2018,2021,453099,3,4.8,3814,498000,First Owner,Petrol,Manual,29-08-2021,Rs.4.98 Lakh,4.98
2103,HyundaiGrandi10MAGNA1.2KAPPA,2017,2021,461199,4,4.8,10968,500000,First Owner,Petrol,Manual,20-01-2021,Rs.5 Lakh,5
2104,HyundaiGrandi10SPORTS1.2,2016,2021,438999,5,4,15085,638000,First Owner,Petrol,Manual,16-05-2021,Rs.6.38 Lakh,6.38
2105,MarutiAltoK10,2017,2021,343899,4,4.7,36929,400000,Second Owner,Petrol,Manual,13-04-2021,Rs.4 Lakh,4
2106,MahindraXUV500W10,2016,2021,941199,5,4,105691,1825000,First Owner,Diesel,Manual,Comp,Rs.18.25 Lakh,18.25
2107,HyundaiSantroXingGL,2011,2021,259199,10,4,69727,369000,Second Owner,Petrol,Manual,6/7/2021,Rs.3.69 Lakh,3.69
2108,HyundaiGrandi10SPORTS1.2,2016,2021,455699,5,4.8,6049,638000,First Owner,Petrol,Manual,14-11-2021,Rs.6.38 Lakh,6.38
2109,VolkswagenPoloHIGHLINE1.2L,2013,2021,331599,8,4.1,53505,709000,Second Owner,Petrol,Manual,29-05-2021,Rs.7.09 Lakh,7.09
2110,MarutiVitaraBrezza,2018,2021,820199,3,4.7,33070,940000,First Owner,Diesel,Manual,24-01-2021,Rs.9.40 Lakh,9.4
2111,MarutiSwiftDzireLXI1.2BS,2011,2021,236599,10,4.2,80333,569000,First Owner,Petrol,Manual,29-01-2021,Rs.5.69 Lakh,5.69
2112,HondaCityZX,2006,2021,103199,15,3,80231,1475000,Second Owner,Petrol,Manual,28-09-2020,Rs.14.75 Lakh,14.75
2113,MarutiRitz,2013,2021,288799,8,4.2,125525,545000,First Owner,Diesel,Manual,23-02-2021,Rs.5.45 Lakh,5.45
2114,MahindraTharCRDE4X4BS,2014,2021,541799,7,4.1,41038,1315000,First Owner,Diesel,Manual,1/11/2020,Rs.13.15 Lakh,13.15
2115,MarutiWagonR1.0LXI,2017,2021,395511,4,4.5,28608,465000,First Owner,Petrol + CNG,Manual,5/2/2021,Rs.4.65 Lakh,4.65
2116,FiatGrandPuntoDYNAMIC,2012,2021,260199,9,4.1,147730,650000,First Owner,Diesel,Manual,30-01-2021,Rs.6.50 Lakh,6.5
2117,HondaAmaze1.5EXMTI,2013,2021,239399,8,4,172802,770000,First Owner,Diesel,Manual,28-04-2021,Rs.7.70 Lakh,7.7
2118,MarutiCiazZXI,2015,2021,550799,6,4,82206,877000,First Owner,Petrol,Automatic,Zero_Dep,Rs.8.77 Lakh,8.77
2119,HyundaiEon,2011,2021,242899,10,4,77484,385000,First Owner,Petrol,Manual,27-06-2021,Rs.3.85 Lakh,3.85
2120,MarutiSwift,2015,2021,434899,6,4.3,71157,549000,First Owner,Petrol,Manual,6/3/2021,Rs.5.49 Lakh,5.49
2121,MarutiCiaz,2014,2021,519799,7,4.2,69308,841000,First Owner,Petrol,Manual,Expired,Rs.8.41 Lakh,8.41
2122,MarutiZenEstilo,2009,2021,121199,12,4.2,63798,395000,First Owner,Petrol,Manual,20-11-2021,Rs.3.95 Lakh,3.95
2123,HyundaiGrandi10SPORTZ(O)1.2AT,2018,2021,574599,3,4.9,18363,591699,First Owner,Petrol,Automatic,Zero_Dep,"Rs.591,699","591,699"
2124,MarutiSwiftLXI,2016,2021,420499,5,4.7,46237,549000,Second Owner,Petrol + CNG,Manual,3/2/2021,Rs.5.49 Lakh,5.49
2125,HyundaiElitei20ASTA1.4,2015,2021,521699,6,4.2,93960,924000,First Owner,Diesel,Manual,14-09-2021,Rs.9.24 Lakh,9.24
2126,MarutiAltoK10,2013,2021,189969,8,4.3,98722,400000,First Owner,Petrol,Manual,Insurance Expired,Rs.4 Lakh,4
2127,HyundaiElitei20ASTA1.4,2015,2021,548999,6,4.5,75255,924000,First Owner,Diesel,Manual,7/4/2021,Rs.9.24 Lakh,9.24
2128,MahindraXUV500W6,2012,2021,412999,9,4,124398,1363000,Third Owner,Diesel,Manual,1/1/2021,Rs.13.63 Lakh,13.63
2129,HondaCityZX1.5,2007,2021,176091,14,4.3,145153,1475000,First Owner,Petrol,Manual,Comp,Rs.14.75 Lakh,14.75
2130,FordFigo1.2EXI,2011,2021,189199,10,4,46292,480000,Second Owner,Petrol,Manual,18-10-2021,4.80 Lakh,4.8
2131,MarutiSwiftDzireVDIBS,2012,2021,311500,9,4.3,48390,561000,First Owner,Diesel,Manual,9/11/2021,Rs.5.61 Lakh,5.61
2132,ToyotaEtios,2011,2021,269099,10,4.3,110868,785000,First Owner,Petrol + CNG,Manual,30-06-2021,Rs.7.85 Lakh,7.85
2133,MarutiBalenoSIGMA1.2,2017,2021,451199,4,4.4,59690,647000,First Owner,Petrol,Manual,Expired,Rs.6.47 Lakh,6.47
2134,HyundaiVernaFLUIDIC1.6SXCRDI,2013,2021,501899,8,4.4,57243,1173000,First Owner,Diesel,Manual,12/5/2021,Rs.11.73 Lakh,11.73
2135,HondaJazz1.2V,2016,2021,619199,5,4.5,34345,735000,First Owner,Petrol,Automatic,Third_party,"Rs.7,35,000",735000
2136,HondaCityVMT,2009,2021,241099,12,3.8,53059,1110000,Second Owner,Petrol,Manual,Insurance Expired,Rs.11.10 Lakh,11.1
2137,HyundaiVernaFLUIDIC1.6SXCRDI,2012,2021,430399,9,4.3,107240,1173000,First Owner,Diesel,Manual,11/9/2021,Rs.11.73 Lakh,11.73
2138,MarutiAltoK10,2018,2021,345399,3,4.9,9108,400000,First Owner,Petrol,Manual,31-03-2021,Rs.4 Lakh,4
2139,MarutiAlto800,2018,2021,301499,3,4.9,19748,448000,First Owner,Petrol,Manual,18-04-2021,Rs.4.48 Lakh,4.48
2140,MarutiCiazVDI+,2016,2021,595199,5,4.5,59054,990000,First Owner,Diesel,Manual,2/7/2021,Rs.9.90 Lakh,9.9
2141,MarutiSwiftVDI,2015,2021,424199,6,4.7,27735,698000,First Owner,Diesel,Manual,6/8/2021,Rs.6.98 Lakh,6.98
2142,TataNanoTWIST,2015,2021,158199,6,4.4,33476,285000,First Owner,Petrol,Automatic,29-09-2021,Rs.2.85 Lakh,2.85
2143,MarutiSwiftDzireVXI1.2BS,2015,2021,456099,6,4.4,43160,657000,Third Owner,Petrol,Manual,26-02-2021,Rs.6.57 Lakh,6.57
2144,VolkswagenVentoTRENDLINE,2010,2021,263799,11,3.9,42013,963000,First Owner,Petrol,Manual,27-12-2021,9.63 Lakh,9.63
2145,JeepCompass2.0LIMITED,2017,2021,1393799,4,4.6,67379,2677000,First Owner,Diesel,Automatic,Third_party,Rs.26.77 Lakh,26.77
2146,MarutiWagonR1.0,2010,2021,229599,11,4.3,29699,498000,First Owner,Petrol,Manual,31-10-2021,Rs.4.98 Lakh,4.98
2147,NissanMicraXEPLUS,2010,2021,138199,11,4.3,65120,478000,Second Owner,Petrol,Manual,22-09-2021,Rs.4.78 Lakh,4.78
2148,MarutiAltoK10,2010,2021,175599,11,4.2,41190,400000,First Owner,Petrol,Manual,5/9/2021,Rs.4 Lakh,4
2149,MarutiDzire,2017,2021,602799,4,4.8,12177,750000,First Owner,Petrol,Manual,27-06-2021,Rs.7.50 Lakh,7.5
2150,HyundaiGrandi10MAGNA1.2KAPPA,2014,2021,375699,7,4.6,27492,500000,First Owner,Petrol,Manual,6/6/2021,Rs.5 Lakh,5
2151,Hyundaii10ERA1.1,2013,2021,231699,8,3.9,56807,445000,Second Owner,Petrol,Manual,7/1/2021,4.45 Lakh,4.45
2152,HyundaiVernaFLUIDIC1.6SXCRDI,2013,2021,453300,8,4.2,71426,1173000,First Owner,Diesel,Manual,17-08-2021,Rs.11.73 Lakh,11.73
2153,Hyundaii10SPORTZ1.2,2011,2021,318599,10,4.2,68764,599000,Second Owner,Petrol,Manual,1/1/2022,Rs.5.99 Lakh,5.99
2154,HondaBrio1.2SMTI,2014,2021,311299,7,4.4,45701,523000,First Owner,Petrol,Manual,4/2/2021,Rs.5.23 Lakh,5.23
2155,MahindraTharCRDE4X4BS,2019,2021,874899,2,4.8,10003,1315000,First Owner,Diesel,Manual,29-08-2022,Rs.13.15 Lakh,13.15
2156,ToyotaInnova2.5V,2011,2021,509899,10,4.5,131152,1197000,First Owner,Diesel,Manual,5/11/2021,Rs.11.97 Lakh,11.97
2157,RenaultKwid1.0RXT,2017,2021,301999,4,4.8,18463,472000,First Owner,Petrol,Manual,11/10/2021,Rs.4.72 Lakh,4.72
2158,HondaCitySMT,2009,2021,286499,12,4.2,71447,1099000,First Owner,Petrol + CNG,Manual,24-02-2021,Rs.10.99 Lakh,10.99
2159,RenaultDuster85PS,2013,2021,358999,8,4.1,163575,1046000,Second Owner,Diesel,Manual,24-03-2021,Rs.10.46 Lakh,10.46
2160,HyundaiElitei20ASTA1.4,2014,2021,427500,7,4.2,97454,924000,First Owner,Diesel,Manual,16-01-2022,Rs.9.24 Lakh,9.24
2161,MarutiSwiftDzireLXI1.2BS,2011,2021,224199,10,4,72329,569000,First Owner,Petrol,Manual,1/11/2020,Rs.5.69 Lakh,5.69
2162,FordEcosport1.5TRENDTI,2019,2021,1001799,2,5,4400,864000,First Owner,Petrol,Manual,11/3/2021,Rs.8.64 Lakh,8.64
2163,MarutiSX4,2010,2021,195599,11,4.2,75099,825000,Second Owner,Petrol,Manual,Expired,Rs.8.25 Lakh,8.25
2164,MarutiWagonR1.0,2016,2021,409699,5,4.1,45170,498000,First Owner,Petrol,Manual,Insurance Expired,Rs.4.98 Lakh,4.98
2165,Hyundaii20MAGNA1.2,2010,2021,212699,11,4,66476,900000,First Owner,Petrol,Manual,9/3/2021,Rs.9 Lakh,9
2166,TataNanoTWIST,2015,2021,185699,6,4.3,27827,285000,Second Owner,Petrol,Automatic,19-12-2021,Rs.2.85 Lakh,2.85
2167,MarutiWagonR1.0,2012,2021,281099,9,4.3,51339,498000,First Owner,Petrol,Manual,26-05-2021,Rs.4.98 Lakh,4.98
2168,MarutiWagonR,2009,2021,266299,12,4,43468,545000,Second Owner,Petrol,Manual,21-08-2021,Rs.5.45 Lakh,5.45
2169,Hyundaii10ERA1.1,2010,2021,187407,11,4,90962,445000,First Owner,Petrol + CNG,Manual,11/5/2021,4.45 Lakh,4.45
2170,Hyundaii20SPORTZ1.2,2012,2021,308599,9,4.2,71622,859000,Second Owner,Petrol,Manual,9/11/2021,Rs.8.59 Lakh,8.59
2171,Hyundaii10MAGNA,2009,2021,274199,12,4.1,40517,462100,First Owner,Petrol,Manual,28-04-2021,"Rs.4,62,100",462100
